1,2,67
1,22,18
1,29,48
1,32,8
1,35,100
1,36,26
1,36,27
1,36,28
1,36,29
1,36,30
1,36,31
1,36,32
1,36,33
1,36,34
1,36,35
1,36,36
1,36,37
1,36,38
1,36,39
1,36,40
1,36,41
1,36,42
1,36,43
1,36,44
1,36,45
1,36,46
1,36,47
1,36,48
1,36,49
1,36,50
1,36,51
1,36,52
1,36,53
1,36,54
1,36,108
1,42,1
1,42,45
1,42,171
1,43,49
1,46,1
1,48,19
1,55,64
1,64,82
1,67,128
2,8,33
2,8,36
2,8,108
2,9,38
2,9,44
2,13,14
2,14,21
2,28,25
3,1,16
3,4,21
3,8,42
3,14,90
3,15,35
3,19,74
3,24,32
3,29,45
3,34,1
3,37,112
3,39,69
3,42,1
3,42,82
3,43,35
3,45,177
3,53,82
